"SA22023_V1_00","SA22023_V1_00_NAME","SA22023_V1_00_NAME_ASCII","leave_SA2","ur_address_18","edu_address_18","ur_address_23","edu_address_23"
"117201","Torbay West","Torbay West","1",657,15,651,9
"117201","Torbay West","Torbay West","total",690,45,708,66
"117202","Torbay East","Torbay East","0",39,39,69,69
"117202","Torbay East","Torbay East","1",519,33,516,30
"117202","Torbay East","Torbay East","total",558,69,585,102
"117300","Albany Central","Albany Central","0",159,159,231,231
"117300","Albany Central","Albany Central","1",42,5379,216,3933
"117300","Albany Central","Albany Central","total",201,5535,441,4164
"117400","Albany West","Albany West","0",318,318,291,291
"117400","Albany West","Albany West","1",399,4302,366,2961
"117400","Albany West","Albany West","total",717,4623,660,3255
"117500","Glamorgan","Glamorgan","0",183,183,234,234
"117500","Glamorgan","Glamorgan","1",576,360,636,351
"117500","Glamorgan","Glamorgan","total",759,540,870,585
"117600","Oteha East","Oteha East","0",174,174,219,219
"117600","Oteha East","Oteha East","1",561,453,561,666
"117600","Oteha East","Oteha East","total",738,630,780,885
"117700","Northcross","Northcross","0",198,198,246,246
"117700","Northcross","Northcross","1",549,1107,528,1440
"117700","Northcross","Northcross","total",747,1305,774,1686
"117800","Oteha West","Oteha West","0",18,18,54,54
"117800","Oteha West","Oteha West","1",411,-999,573,-999
"117800","Oteha West","Oteha West","total",429,18,630,54
"117900","Waiake","Waiake","0",237,237,291,291
"117900","Waiake","Waiake","1",618,285,630,324
"117900","Waiake","Waiake","total",852,519,918,612
"118001","Waitākere","Waitakere","0",168,168,162,162
"118001","Waitākere","Waitakere","1",207,279,234,270
"118001","Waitākere","Waitakere","total",375,447,396,435
"118100","Albany South","Albany South","0",78,78,120,120
"118100","Albany South","Albany South","1",726,669,654,867
"118100","Albany South","Albany South","total",807,750,774,984
"118200","Browns Bay South West","Browns Bay South West","0",60,60,78,78
"118200","Browns Bay South West","Browns Bay South West","1",948,24,927,30
"118200","Browns Bay South West","Browns Bay South West","total",1005,84,1005,108
"118300","Browns Bay Central","Browns Bay Central","0",45,45,90,90
"118300","Browns Bay Central","Browns Bay Central","1",432,102,522,108
"118300","Browns Bay Central","Browns Bay Central","total",480,147,612,201
"118400","Schnapper Rock","Schnapper Rock","0",42,42,84,84
"118400","Schnapper Rock","Schnapper Rock","1",1005,27,936,-999
"118400","Schnapper Rock","Schnapper Rock","total",1050,66,1017,84
"118501","Pinehill North","Pinehill North","0",69,69,135,135
"118501","Pinehill North","Pinehill North","1",333,264,438,279
"118501","Pinehill North","Pinehill North","total",402,333,576,417
"118502","Pinehill South","Pinehill South","0",24,24,33,33
"118502","Pinehill South","Pinehill South","1",537,63,609,48
"118502","Pinehill South","Pinehill South","total",561,87,642,81
"118600","North Harbour","North Harbour","0",15,15,21,21
"118600","North Harbour","North Harbour","1",69,690,78,1062
"118600","North Harbour","North Harbour","total",81,702,99,1083
"118700","Browns Bay South East","Browns Bay South East","0",54,54,69,69
"118700","Browns Bay South East","Browns Bay South East","1",705,36,702,24
"118700","Browns Bay South East","Browns Bay South East","total",762,93,771,90
"118800","Westgate Central","Westgate Central","0",-999,-999,-999,-999
"118800","Westgate Central","Westgate Central","1",-999,66,-999,225
"118800","Westgate Central","Westgate Central","total",6,66,-999,225
"118900","Greenhithe West","Greenhithe West","0",282,282,276,276
"118900","Greenhithe West","Greenhithe West","1",645,261,612,318
"118900","Greenhithe West","Greenhithe West","total",927,540,888,591
"119000","Rothesay Bay","Rothesay Bay","0",165,165,195,195
"119000","Rothesay Bay","Rothesay Bay","1",516,354,561,396
"119000","Rothesay Bay","Rothesay Bay","total",681,516,756,594
"119100","Greenhithe East","Greenhithe East","0",177,177,207,207
"119100","Greenhithe East","Greenhithe East","1",651,234,642,261
"119100","Greenhithe East","Greenhithe East","total",825,411,849,468
"119201","Hobsonville","Hobsonville","0",57,57,138,138
"119201","Hobsonville","Hobsonville","1",192,429,222,663
"119201","Hobsonville","Hobsonville","total",252,486,360,804
"119400","Greenhithe South","Greenhithe South","0",27,27,51,51
"119400","Greenhithe South","Greenhithe South","1",456,-999,477,-999
"119400","Greenhithe South","Greenhithe South","total",480,27,528,51
"119500","Murrays Bay West","Murrays Bay West","0",222,222,294,294
"119500","Murrays Bay West","Murrays Bay West","1",426,1218,390,1335
"119500","Murrays Bay West","Murrays Bay West","total",648,1437,684,1629
"119600","Westgate South","Westgate South","0",60,60,123,123
"119600","Westgate South","Westgate South","1",210,378,429,504
"119600","Westgate South","Westgate South","total",270,438,552,627
"119700","Windsor Park","Windsor Park","0",99,99,96,96
"119700","Windsor Park","Windsor Park","1",240,2640,264,3057
"119700","Windsor Park","Windsor Park","total",339,2739,357,3153
"119800","West Harbour West","West Harbour West","0",210,210,297,297
"119800","West Harbour West","West Harbour West","1",600,168,585,252
"119800","West Harbour West","West Harbour West","total",810,378,879,549
"119901","Unsworth Heights West","Unsworth Heights West","0",45,45,87,87
"119901","Unsworth Heights West","Unsworth Heights West","1",474,207,447,288
"119901","Unsworth Heights West","Unsworth Heights West","total",522,252,534,375
"120000","Murrays Bay East","Murrays Bay East","0",30,30,48,48
"120000","Murrays Bay East","Murrays Bay East","1",480,36,510,33
"120000","Murrays Bay East","Murrays Bay East","total",510,60,558,81
"120101","Birdwood West","Birdwood West","0",9,9,18,18
"120101","Birdwood West","Birdwood West","1",102,-999,108,-999
"120101","Birdwood West","Birdwood West","total",111,9,123,18
"120201","Hobsonville Point Catalina Bay","Hobsonville Point Catalina Bay","0",138,138,375,375
"120201","Hobsonville Point Catalina Bay","Hobsonville Point Catalina Bay","1",132,279,381,426
"120201","Hobsonville Point Catalina Bay","Hobsonville Point Catalina Bay","total",273,420,753,801
"120202","Hobsonville Point Park","Hobsonville Point Park","0",87,87,267,267
"120202","Hobsonville Point Park","Hobsonville Point Park","1",342,381,996,522
"120202","Hobsonville Point Park","Hobsonville Point Park","total",429,465,1266,789
"120203","Hobsonville Scott Point","Hobsonville Scott Point","0",-999,-999,291,291
"120203","Hobsonville Scott Point","Hobsonville Scott Point","1",15,-999,453,198
"120203","Hobsonville Scott Point","Hobsonville Scott Point","total",18,-999,750,489
"120301","West Harbour Clearwater Cove","West Harbour Clearwater Cove","0",30,30,63,63
"120301","West Harbour Clearwater Cove","West Harbour Clearwater Cove","1",663,21,669,21
"120301","West Harbour Clearwater Cove","West Harbour Clearwater Cove","total",693,54,732,84
"120400","Unsworth Heights East","Unsworth Heights East","0",51,51,75,75
"120400","Unsworth Heights East","Unsworth Heights East","1",639,51,654,33
"120400","Unsworth Heights East","Unsworth Heights East","total",693,102,729,111
"120500","Mairangi Bay North","Mairangi Bay North","0",60,60,99,99
"120500","Mairangi Bay North","Mairangi Bay North","1",630,240,681,285
"120500","Mairangi Bay North","Mairangi Bay North","total",690,300,783,384
"120600","Massey Central","Massey Central","0",45,45,66,66
"120600","Massey Central","Massey Central","1",510,9,528,30
"120600","Massey Central","Massey Central","total",555,51,591,96
"120701","West Harbour Luckens Point","West Harbour Luckens Point","0",273,273,264,264
"120701","West Harbour Luckens Point","West Harbour Luckens Point","1",495,315,465,240
"120701","West Harbour Luckens Point","West Harbour Luckens Point","total",771,591,729,504
"120800","Mairangi Bay South","Mairangi Bay South","0",165,165,201,201
"120800","Mairangi Bay South","Mairangi Bay South","1",504,225,549,255
"120800","Mairangi Bay South","Mairangi Bay South","total",672,387,750,456
"120900","Massey Royal Road West","Massey Royal Road West","0",24,24,48,48
"120900","Massey Royal Road West","Massey Royal Road West","1",453,24,591,24
"120900","Massey Royal Road West","Massey Royal Road West","total",477,45,636,69
"121001","Bayview East (Auckland)","Bayview East (Auckland)","0",48,48,75,75
"121001","Bayview East (Auckland)","Bayview East (Auckland)","1",687,21,765,9
"121001","Bayview East (Auckland)","Bayview East (Auckland)","total",738,72,840,84
"121100","Swanson Rural","Swanson Rural","0",51,51,45,45
"121100","Swanson Rural","Swanson Rural","1",384,48,390,45
"121100","Swanson Rural","Swanson Rural","total",435,96,432,90
"121200","Sunnynook South","Sunnynook South","0",45,45,51,51
"121200","Sunnynook South","Sunnynook South","1",579,69,561,66
"121200","Sunnynook South","Sunnynook South","total",627,117,612,117
"121300","Sunnynook North","Sunnynook North","0",156,156,204,204
"121300","Sunnynook North","Sunnynook North","1",570,390,576,336
"121300","Sunnynook North","Sunnynook North","total",726,549,780,540
"121401","Bayview West (Auckland)","Bayview West (Auckland)","0",150,150,192,192
"121401","Bayview West (Auckland)","Bayview West (Auckland)","1",360,222,336,273
"121401","Bayview West (Auckland)","Bayview West (Auckland)","total",510,372,531,465
"121500","Totara Vale North","Totara Vale North","0",108,108,153,153
"121500","Totara Vale North","Totara Vale North","1",510,177,459,207
"121500","Totara Vale North","Totara Vale North","total",615,282,612,357
"121600","Royal Heights North","Royal Heights North","0",63,63,81,81
"121600","Royal Heights North","Royal Heights North","1",591,12,630,-999
"121600","Royal Heights North","Royal Heights North","total",651,75,711,81
"121701","Massey West","Massey West","0",117,117,174,174
"121701","Massey West","Massey West","1",258,1518,369,1692
"121701","Massey West","Massey West","total",375,1635,543,1866
"121800","Beach Haven West","Beach Haven West","0",123,123,210,210
"121800","Beach Haven West","Beach Haven West","1",543,180,552,291
"121800","Beach Haven West","Beach Haven West","total",666,303,762,501
"121901","Totara Vale South","Totara Vale South","0",54,54,81,81
"121901","Totara Vale South","Totara Vale South","1",597,27,603,36
"121901","Totara Vale South","Totara Vale South","total",651,81,690,120
"122001","Swanson","Swanson","0",99,99,207,207
"122001","Swanson","Swanson","1",309,300,627,294
"122001","Swanson","Swanson","total",408,396,834,501
"122101","Bayview South (Auckland)","Bayview South (Auckland)","0",90,90,123,123
"122101","Bayview South (Auckland)","Bayview South (Auckland)","1",492,201,474,201
"122101","Bayview South (Auckland)","Bayview South (Auckland)","total",582,291,594,318
"122200","Campbells Bay","Campbells Bay","0",27,27,60,60
"122200","Campbells Bay","Campbells Bay","1",705,12,705,84
"122200","Campbells Bay","Campbells Bay","total",729,39,768,144
"122300","Royal Heights South","Royal Heights South","0",105,105,144,144
"122300","Royal Heights South","Royal Heights South","1",543,45,522,66
"122300","Royal Heights South","Royal Heights South","total",648,147,666,210
"122400","Beach Haven East","Beach Haven East","0",51,51,111,111
"122400","Beach Haven East","Beach Haven East","1",660,36,798,63
"122400","Beach Haven East","Beach Haven East","total",708,84,909,174
"122501","Massey Keegan","Massey Keegan","0",132,132,159,159
"122501","Massey Keegan","Massey Keegan","1",486,132,528,174
"122501","Massey Keegan","Massey Keegan","total",618,264,687,330
"122600","Forrest Hill North","Forrest Hill North","0",36,36,66,66
"122600","Forrest Hill North","Forrest Hill North","1",573,156,564,225
"122600","Forrest Hill North","Forrest Hill North","total",609,189,630,291
"122700","Glenfield North","Glenfield North","0",33,33,63,63
"122700","Glenfield North","Glenfield North","1",618,36,672,-999
"122700","Glenfield North","Glenfield North","total",651,72,738,63
"122801","Birkdale North","Birkdale North","0",57,57,99,99
"122801","Birkdale North","Birkdale North","1",447,111,405,129
"122801","Birkdale North","Birkdale North","total",504,171,507,228
"122802","Birkdale Central","Birkdale Central","0",216,216,255,255
"122802","Birkdale Central","Birkdale Central","1",459,759,450,783
"122802","Birkdale Central","Birkdale Central","total",675,978,705,1038
"122901","Massey South","Massey South","0",48,48,72,72
"122901","Massey South","Massey South","1",576,18,657,24
"122901","Massey South","Massey South","total",624,69,729,93
"123000","Rānui North","Ranui North","0",96,96,129,129
"123000","Rānui North","Ranui North","1",600,57,636,72
"123000","Rānui North","Ranui North","total",699,156,765,204
"123100","Glenfield West","Glenfield West","0",72,72,99,99
"123100","Glenfield West","Glenfield West","1",435,408,486,486
"123100","Glenfield West","Glenfield West","total",507,480,588,588
"123200","Te Atatū Peninsula North West","Te Atatu Peninsula North West","0",198,198,264,264
"123200","Te Atatū Peninsula North West","Te Atatu Peninsula North West","1",483,288,567,180
"123200","Te Atatū Peninsula North West","Te Atatu Peninsula North West","total",684,486,834,444
"123300","Glenfield South West","Glenfield South West","0",168,168,171,171
